X;Y;Z;Strati
552201.810547;7818618.281250;-9048.320313;60.000000
552126.810547;7820607.898438;-9040.700195;60.000000
548964.310547;7820138.648438;-9152.370117;60.000000
551101.810547;7818524.429688;-9033.610352;60.000000
549226.810547;7820626.667969;-9177.969727;60.000000
550801.810547;7820438.968750;-8988.759766;60.000000
551776.810547;7818881.058594;-9032.009766;60.000000
549651.810547;7818299.187500;-9089.959961;60.000000
551676.810547;7820626.667969;-9055.160156;60.000000
550151.810547;7820570.359375;-9034.519531;60.000000
550201.810547;7821565.167969;-9153.360352;60.000000
551464.310547;7817492.078125;-9029.080078;60.000000
551826.810547;7819275.230469;-9036.429688;60.000000
550614.310547;7817548.386719;-9054.990234;60.000000
550889.310547;7817191.757813;-9030.769531;60.000000
551589.310547;7821659.019531;-9082.219727;60.000000
551114.310547;7821640.250000;-9114.240234;60.000000
551264.310547;7819275.230469;-9044.240234;60.000000
550489.310547;7820532.820313;-8977.320313;60.000000
551864.310547;7821114.691406;-9090.530273;60.000000
549751.810547;7818468.117188;-9072.030273;60.000000
551989.310547;7819275.230469;-9042.450195;60.000000
551626.810547;7818974.910156;-9030.129883;60.000000
551989.310547;7819556.777344;-9018.969727;60.000000
549689.310547;7816835.128906;-9047.200195;60.000000
548876.810547;7817285.609375;-9088.019531;60.000000
552376.810547;7821358.699219;-9073.900391;60.000000
552039.310547;7817248.070313;-8994.900391;60.000000
551264.310547;7819012.449219;-9035.419922;60.000000
551439.310547;7817060.367188;-9027.480469;60.000000
550401.810547;7820345.121094;-8950.429688;60.000000
548976.810547;7819650.628906;-9151.219727;60.000000
551901.810547;7817004.058594;-9001.000000;60.000000
552301.810547;7821227.308594;-9070.929688;60.000000
550826.810547;7820870.679688;-9089.580078;60.000000
549139.310547;7817529.617188;-9031.360352;60.000000
549976.810547;7821264.847656;-9154.030273;60.000000
548939.310547;7821508.859375;-9209.200195;60.000000
551601.810547;7820420.199219;-9041.709961;60.000000
551601.810547;7817154.218750;-9015.690430;60.000000
551726.810547;7817022.828125;-9013.230469;60.000000
552201.810547;7820157.417969;-8988.349609;60.000000
551714.310547;7821602.710938;-9080.480469;60.000000
549351.810547;7818317.957031;-9102.709961;60.000000
551414.310547;7817097.910156;-9024.190430;60.000000
552089.310547;7816872.667969;-8989.660156;60.000000
549764.310547;7816966.519531;-9051.830078;60.000000
549939.310547;7818336.730469;-9085.620117;60.000000
552114.310547;7820363.886719;-8976.309570;60.000000
551551.810547;7817079.140625;-9020.610352;60.000000
550389.310547;7816760.050781;-9056.360352;60.000000
550426.810547;7817060.367188;-9054.410156;60.000000
551664.310547;7819894.640625;-9027.599609;60.000000
551026.810547;7820063.570313;-9038.089844;60.000000
551939.310547;7820138.648438;-8956.049805;60.000000
549389.310547;7817360.687500;-8991.790039;60.000000
550264.310547;7820664.210938;-9043.980469;60.000000
551514.310547;7819519.238281;-9038.849609;60.000000
551364.310547;7820833.140625;-9097.110352;60.000000
549001.810547;7820288.808594;-9160.160156;60.000000
551139.310547;7820570.359375;-9070.790039;60.000000
550764.310547;7817905.019531;-9050.320313;60.000000
552226.810547;7817736.089844;-9020.519531;60.000000
551776.810547;7820889.449219;-9077.240234;60.000000
549989.310547;7820758.058594;-9097.929688;60.000000
550314.310547;7821827.949219;-9162.040039;60.000000
552226.810547;7816760.050781;-8973.480469;60.000000
550876.810547;7820026.027344;-9016.110352;60.000000
549826.810547;7820026.027344;-9075.480469;60.000000
548976.810547;7819631.859375;-9150.259766;60.000000
551651.810547;7818824.750000;-9019.929688;60.000000
550989.310547;7816816.359375;-9027.360352;60.000000
551476.810547;7817961.328125;-9015.250000;60.000000
552214.310547;7820082.339844;-8997.009766;60.000000
549189.310547;7816910.207031;-9065.089844;60.000000
551114.310547;7816684.968750;-9028.769531;60.000000
549551.810547;7820101.109375;-9124.860352;60.000000
549601.810547;7820138.648438;-9115.459961;60.000000
548989.310547;7816741.277344;-9097.190430;60.000000
552089.310547;7818580.738281;-9042.589844;60.000000
552114.310547;7818261.648438;-9035.950195;60.000000
549639.310547;7817248.070313;-9035.950195;60.000000
548989.310547;7820363.886719;-9167.889648;60.000000
550939.310547;7821039.609375;-9118.709961;60.000000
549551.810547;7819087.527344;-9093.580078;60.000000
552339.310547;7817135.449219;-8930.540039;60.000000
551339.310547;7819631.859375;-9043.099609;60.000000
549651.810547;7819800.789063;-9096.200195;60.000000
550339.310547;7820964.531250;-9099.129883;60.000000
552126.810547;7816760.050781;-8978.599609;60.000000
549014.310547;7817492.078125;-9057.269531;60.000000
551651.810547;7819444.160156;-9042.830078;60.000000
548951.810547;7817661.007813;-9075.679688;60.000000
549601.810547;7817773.628906;-9072.790039;60.000000
549639.310547;7820758.058594;-9145.450195;60.000000
551339.310547;7821490.089844;-9117.519531;60.000000
549139.310547;7817736.089844;-9058.339844;60.000000
549564.310547;7820814.371094;-9159.570313;60.000000
551764.310547;7819556.777344;-9034.269531;60.000000
551564.310547;7817004.058594;-9022.540039;60.000000
551939.310547;7819387.851563;-9036.589844;60.000000
548876.810547;7820476.507813;-9179.290039;60.000000
551889.310547;7819969.718750;-8988.240234;60.000000
550676.810547;7819106.300781;-8988.450195;60.000000
549751.810547;7818317.957031;-9089.259766;60.000000
549689.310547;7819669.398438;-9087.879883;60.000000
551851.810547;7818092.718750;-8997.370117;60.000000
549551.810547;7818017.636719;-9089.750000;60.000000
549539.310547;7819819.558594;-9115.759766;60.000000
548914.310547;7817623.468750;-9073.839844;60.000000
550926.810547;7816853.898438;-9031.549805;60.000000
550676.810547;7821715.328125;-9156.700195;60.000000
549764.310547;7820720.519531;-9131.629883;60.000000
551901.810547;7821227.308594;-9095.099609;60.000000
551364.310547;7816684.968750;-9016.990234;60.000000
551439.310547;7818618.281250;-9011.610352;60.000000
551939.310547;7820889.449219;-9071.809570;60.000000
550889.310547;7820194.960938;-9008.889648;60.000000
552189.310547;7816966.519531;-8959.780273;60.000000
551901.810547;7818017.636719;-9006.129883;60.000000
551426.810547;7817454.539063;-9027.610352;60.000000
550889.310547;7820870.679688;-9089.730469;60.000000
551751.810547;7819275.230469;-9042.389648;60.000000
549014.310547;7819556.777344;-9147.820313;60.000000
549914.310547;7820119.878906;-9051.169922;60.000000
549589.310547;7819650.628906;-9103.700195;60.000000
551226.810547;7821002.070313;-9110.959961;60.000000
549601.810547;7821546.398438;-9176.759766;60.000000
548889.310547;7819294.000000;-9163.040039;60.000000
549426.810547;7818580.738281;-9088.040039;60.000000
550989.310547;7816684.968750;-9030.290039;60.000000
549751.810547;7818111.488281;-9094.339844;60.000000
550701.810547;7816741.277344;-9064.150391;60.000000
549426.810547;7819725.710938;-9128.349609;60.000000
550926.810547;7816722.507813;-9037.309570;60.000000
552289.310547;7821152.230469;-9071.209961;60.000000
550201.810547;7821827.949219;-9171.049805;60.000000
551001.810547;7821039.609375;-9122.589844;60.000000
549601.810547;7817022.828125;-9049.129883;60.000000
549439.310547;7820082.339844;-9137.610352;60.000000
551114.310547;7821715.328125;-9110.360352;60.000000
550776.810547;7820701.750000;-9055.139648;60.000000
550664.310547;7821152.230469;-9133.269531;60.000000
549789.310547;7817961.328125;-9095.660156;60.000000
550739.310547;7816666.199219;-9065.139648;60.000000
549401.810547;7821583.941406;-9188.370117;60.000000
549251.810547;7818261.648438;-9106.360352;60.000000
549276.810547;7818224.109375;-9106.240234;60.000000
550089.310547;7820758.058594;-9081.599609;60.000000
552176.810547;7818317.957031;-9039.280273;60.000000
552089.310547;7817266.839844;-8988.389648;60.000000
549614.310547;7818355.500000;-9083.650391;60.000000
548989.310547;7816910.207031;-9082.030273;60.000000
552326.810547;7819556.777344;-9047.110352;60.000000
551239.310547;7819387.851563;-9029.910156;60.000000
551926.810547;7821659.019531;-9046.500000;60.000000
551726.810547;7817998.871094;-9010.549805;60.000000
550614.310547;7816703.738281;-9070.469727;60.000000
551489.310547;7821546.398438;-9105.269531;60.000000
549726.810547;7820870.679688;-9154.139648;60.000000
549839.310547;7821659.019531;-9184.719727;60.000000
551476.810547;7817135.449219;-9020.049805;60.000000
551726.810547;7821433.781250;-9105.589844;60.000000
549201.810547;7821659.019531;-9196.160156;60.000000
552326.810547;7821020.839844;-9064.620117;60.000000
552264.310547;7821527.628906;-9050.000000;60.000000
549626.810547;7821621.480469;-9180.269531;60.000000
551076.810547;7817116.679688;-9034.480469;60.000000
552389.310547;7820870.679688;-9055.169922;60.000000
551601.810547;7820889.449219;-9092.250000;60.000000
552276.810547;7819725.710938;-9028.549805;60.000000
552039.310547;7816853.898438;-8997.120117;60.000000
552001.810547;7817097.910156;-8990.040039;60.000000
549926.810547;7818393.039063;-9083.059570;60.000000
550264.310547;7820307.578125;-8951.719727;60.000000
552326.810547;7819706.937500;-9030.190430;60.000000
549389.310547;7821508.859375;-9188.009766;60.000000
548901.810547;7820401.429688;-9175.629883;60.000000
548901.810547;7819913.410156;-9149.099609;60.000000
549276.810547;7821752.867188;-9197.070313;60.000000
550489.310547;7816666.199219;-9063.129883;60.000000
551776.810547;7820795.597656;-9070.969727;60.000000
551139.310547;7821377.468750;-9129.839844;60.000000
552439.310547;7819875.867188;-9024.570313;60.000000
549476.810547;7821283.617188;-9171.150391;60.000000
550001.810547;7820851.910156;-9115.080078;60.000000
549114.310547;7821752.867188;-9205.040039;60.000000
552276.810547;7818224.109375;-9044.009766;60.000000
551551.810547;7819406.617188;-9039.940430;60.000000
551476.810547;7816910.207031;-9023.000000;60.000000
549964.310547;7820626.667969;-9077.400391;60.000000
552414.310547;7819294.000000;-9054.110352;60.000000
551539.310547;7821640.250000;-9089.419922;60.000000
550364.310547;7821508.859375;-9151.860352;60.000000
551851.810547;7818149.027344;-9000.809570;60.000000
551439.310547;7819575.550781;-9038.660156;60.000000
550589.310547;7818280.417969;-9058.129883;60.000000
552439.310547;7818561.968750;-9048.650391;60.000000
549739.310547;7818655.820313;-9053.389648;60.000000
548914.310547;7821152.230469;-9202.790039;60.000000
551101.810547;7820438.968750;-9046.419922;60.000000
549676.810547;7817360.687500;-9037.160156;60.000000
552276.810547;7820795.597656;-9063.290039;60.000000
551576.810547;7819143.839844;-9044.549805;60.000000
549276.810547;7816910.207031;-9054.700195;60.000000
551239.310547;7820514.050781;-9069.339844;60.000000
549814.310547;7820645.437500;-9114.269531;60.000000
549501.810547;7821734.101563;-9199.429688;60.000000
549889.310547;7820870.679688;-9133.169922;60.000000
548976.810547;7821583.941406;-9210.280273;60.000000
549564.310547;7821696.558594;-9192.950195;60.000000
549076.810547;7816778.816406;-9091.719727;60.000000
550989.310547;7816947.750000;-9035.120117;60.000000
552214.310547;7819387.851563;-9038.690430;60.000000
552264.310547;7820926.988281;-9068.160156;60.000000
549989.310547;7820194.960938;-9009.580078;60.000000
549889.310547;7821490.089844;-9183.570313;60.000000
550951.810547;7820194.960938;-9022.599609;60.000000
549389.310547;7821659.019531;-9191.690430;60.000000
549139.310547;7821677.789063;-9203.349609;60.000000
552301.810547;7817886.250000;-9002.530273;60.000000
552051.810547;7819462.929688;-9027.639648;60.000000
552151.810547;7817266.839844;-8983.879883;60.000000
549451.810547;7821752.867188;-9199.459961;60.000000
551989.310547;7820401.429688;-8989.769531;60.000000
549776.810547;7819049.988281;-9057.389648;60.000000
551964.310547;7821283.617188;-9095.650391;60.000000
551951.810547;7821077.148438;-9089.910156;60.000000
551951.810547;7821039.609375;-9088.019531;60.000000
552351.810547;7818768.437500;-9053.799805;60.000000
551401.810547;7821133.457031;-9115.030273;60.000000
550314.310547;7820157.417969;-8949.330078;60.000000
551676.810547;7821490.089844;-9107.820313;60.000000
549851.810547;7821002.070313;-9156.269531;60.000000
551389.310547;7817323.148438;-9016.339844;60.000000
549026.810547;7821415.007813;-9193.500000;60.000000
549226.810547;7821433.781250;-9182.759766;60.000000
551601.810547;7818843.519531;-9018.509766;60.000000
550201.810547;7816684.968750;-9064.870117;60.000000
551664.310547;7817642.238281;-9026.030273;60.000000
551101.810547;7817004.058594;-9034.290039;60.000000
551489.310547;7820157.417969;-9026.540039;60.000000
549726.810547;7817492.078125;-9058.620117;60.000000
551164.310547;7817097.910156;-9029.769531;60.000000
550026.810547;7820307.578125;-9005.040039;60.000000
552051.810547;7816722.507813;-8970.309570;60.000000
548914.310547;7819556.777344;-9148.089844;60.000000
551976.810547;7819800.789063;-9006.940430;60.000000
551176.810547;7820382.660156;-9049.070313;60.000000
549301.810547;7820851.910156;-9186.309570;60.000000
551351.810547;7821058.378906;-9111.240234;60.000000
549826.810547;7821415.007813;-9178.830078;60.000000
549164.310547;7821152.230469;-9189.610352;60.000000
549139.310547;7821790.410156;-9204.250000;60.000000
549164.310547;7821321.160156;-9187.519531;60.000000
549389.310547;7821752.867188;-9195.500000;60.000000
549451.810547;7820026.027344;-9132.209961;60.000000
552276.810547;7818843.519531;-9048.410156;60.000000
549114.310547;7821171.000000;-9192.900391;60.000000
548901.810547;7816835.128906;-9091.919922;60.000000
551726.810547;7820232.500000;-8990.589844;60.000000
551639.310547;7818881.058594;-9022.519531;60.000000
549201.810547;7819969.718750;-9149.290039;60.000000
549439.310547;7818881.058594;-9085.679688;60.000000
551539.310547;7820138.648438;-9013.360352;60.000000
549051.810547;7819988.488281;-9149.860352;60.000000
551114.310547;7816928.980469;-9030.700195;60.000000
549701.810547;7820176.187500;-9090.639648;60.000000
549826.810547;7820345.121094;-9075.110352;60.000000
549414.310547;7820908.218750;-9173.480469;60.000000
549764.310547;7821358.699219;-9173.540039;60.000000
