x	y	z	dip	strike	event	
2500.000000	0.000000	9500.000000	89.999654	179.999654	1	
2500.000000	0.000000	9500.000000	89.999654	179.999654	2	
2500.000000	0.000000	9500.000000	67.479139	405.902057	3	
2500.000000	0.000000	10000.000000	67.479139	405.902057	0	
2500.000000	0.000000	10000.000000	89.999654	179.999654	1	
2500.000000	0.000000	10000.000000	89.999654	179.999654	2	
2500.000000	0.000000	10000.000000	67.479139	405.902057	3	
3000.000000	0.000000	5000.000000	67.479139	405.902057	0	
3000.000000	0.000000	5000.000000	89.999654	179.999654	1	
3000.000000	0.000000	5000.000000	89.999654	179.999654	2	
3000.000000	0.000000	5000.000000	64.030744	417.522113	3	
3000.000000	0.000000	5500.000000	64.030744	417.522113	0	
3000.000000	0.000000	5500.000000	89.999654	179.999654	1	
3000.000000	0.000000	5500.000000	89.999654	179.999654	2	
3000.000000	0.000000	5500.000000	64.030744	417.522113	3	
3000.000000	0.000000	6000.000000	64.030744	417.522113	0	
3000.000000	0.000000	6000.000000	89.999654	179.999654	1	
3000.000000	0.000000	6000.000000	89.999654	179.999654	2	
3000.000000	0.000000	6000.000000	64.030744	417.522113	3	
3000.000000	0.000000	6500.000000	64.030744	417.522113	0	
3000.000000	0.000000	6500.000000	89.999654	179.999654	1	
3000.000000	0.000000	6500.000000	89.999654	179.999654	2	
3000.000000	0.000000	6500.000000	64.030744	417.522113	3	
3000.000000	0.000000	7000.000000	64.030744	417.522113	0	
3000.000000	0.000000	7000.000000	89.999654	179.999654	1	
3000.000000	0.000000	7000.000000	89.999654	179.999654	2	
3000.000000	0.000000	7000.000000	64.030744	417.522113	3	
3000.000000	0.000000	7500.000000	64.030744	417.522113	0	
3000.000000	0.000000	7500.000000	89.999654	179.999654	1	
3000.000000	0.000000	7500.000000	89.999654	179.999654	2	
3000.000000	0.000000	7500.000000	64.030744	417.522113	3	
3000.000000	0.000000	8000.000000	64.030744	417.522113	0	
3000.000000	0.000000	8000.000000	89.999654	179.999654	1	
3000.000000	0.000000	8000.000000	89.999654	179.999654	2	
3000.000000	0.000000	8000.000000	64.030744	417.522113	3	
3000.000000	0.000000	8500.000000	64.030744	417.522113	0	
3000.000000	0.000000	8500.000000	89.999654	179.999654	1	
3000.000000	0.000000	8500.000000	89.999654	179.999654	2	
3000.000000	0.000000	8500.000000	64.030744	417.522113	3	
3000.000000	0.000000	9000.000000	64.030744	417.522113	0	
3000.000000	0.000000	9000.000000	89.999654	179.999654	1	
3000.000000	0.000000	9000.000000	89.999654	179.999654	2	
3000.000000	0.000000	9000.000000	64.030744	417.522113	3	
3000.000000	0.000000	9500.000000	64.030744	417.522113	0	
3000.000000	0.000000	9500.000000	89.999654	179.999654	1	
3000.000000	0.000000	9500.000000	89.999654	179.999654	2	
3000.000000	0.000000	9500.000000	64.030744	417.522113	3	
3000.000000	0.000000	10000.000000	64.030744	417.522113	0	
3000.000000	0.000000	10000.000000	89.999654	179.999654	1	
3000.000000	0.000000	10000.000000	89.999654	179.999654	2	
3000.000000	0.000000	10000.000000	64.030744	417.522113	3	
3500.000000	0.000000	5000.000000	64.030744	417.522113	0	
3500.000000	0.000000	5000.000000	89.999654	179.999654	1	
3500.000000	0.000000	5000.000000	89.999654	179.999654	2	
3500.000000	0.000000	5000.000000	64.030744	417.522113	3	
3500.000000	0.000000	5500.000000	64.030744	417.522113	0	
3500.000000	0.000000	5500.000000	89.999654	179.999654	1	
3500.000000	0.000000	5500.000000	89.999654	179.999654	2	
3500.000000	0.000000	5500.000000	64.030744	417.522113	3	
3500.000000	0.000000	6000.000000	64.030744	417.522113	0	
3500.000000	0.000000	6000.000000	89.999654	179.999654	1	
3500.000000	0.000000	6000.000000	89.999654	179.999654	2	
3500.000000	0.000000	6000.000000	64.030744	417.522113	3	
3500.000000	0.000000	6500.000000	64.030744	417.522113	0	
3500.000000	0.000000	6500.000000	89.999654	179.999654	1	
3500.000000	0.000000	6500.000000	89.999654	179.999654	2	
3500.000000	0.000000	6500.000000	64.030744	417.522113	3	
3500.000000	0.000000	7000.000000	64.030744	417.522113	0	
3500.000000	0.000000	7000.000000	89.999654	179.999654	1	
3500.000000	0.000000	7000.000000	89.999654	179.999654	2	
3500.000000	0.000000	7000.000000	64.030744	417.522113	3	
3500.000000	0.000000	7500.000000	64.030744	417.522113	0	
3500.000000	0.000000	7500.000000	89.999654	179.999654	1	
3500.000000	0.000000	7500.000000	89.999654	179.999654	2	
3500.000000	0.000000	7500.000000	64.030744	417.522113	3	
3500.000000	0.000000	8000.000000	64.030744	417.522113	0	
3500.000000	0.000000	8000.000000	89.999654	179.999654	1	
3500.000000	0.000000	8000.000000	89.999654	179.999654	2	
3500.000000	0.000000	8000.000000	64.030744	417.522113	3	
3500.000000	0.000000	8500.000000	64.030744	417.522113	0	
3500.000000	0.000000	8500.000000	89.999654	179.999654	1	
3500.000000	0.000000	8500.000000	89.999654	179.999654	2	
3500.000000	0.000000	8500.000000	64.030744	417.522113	3	
3500.000000	0.000000	9000.000000	64.030744	417.522113	0	
3500.000000	0.000000	9000.000000	89.999654	179.999654	1	
3500.000000	0.000000	9000.000000	89.999654	179.999654	2	
3500.000000	0.000000	9000.000000	64.030744	417.522113	3	
3500.000000	0.000000	9500.000000	64.030744	417.522113	0	
3500.000000	0.000000	9500.000000	89.999654	179.999654	1	
3500.000000	0.000000	9500.000000	89.999654	179.999654	2	
3500.000000	0.000000	9500.000000	64.030744	417.522113	3	
3500.000000	0.000000	10000.000000	64.030744	417.522113	0	
3500.000000	0.000000	10000.000000	89.999654	179.999654	1	
3500.000000	0.000000	10000.000000	89.999654	179.999654	2	
3500.000000	0.000000	10000.000000	64.030744	417.522113	3	
4000.000000	0.000000	5000.000000	64.030744	417.522113	0	
4000.000000	0.000000	5000.000000	89.999654	179.999654	1	
4000.000000	0.000000	5000.000000	89.999654	179.999654	2	
4000.000000	0.000000	5000.000000	60.583216	437.580212	3	
4000.000000	0.000000	5500.000000	60.583216	437.580212	0	
4000.000000	0.000000	5500.000000	89.999654	179.999654	1	
4000.000000	0.000000	5500.000000	89.999654	179.999654	2	
4000.000000	0.000000	5500.000000	60.583216	437.580212	3	
4000.000000	0.000000	6000.000000	60.583216	437.580212	0	
4000.000000	0.000000	6000.000000	89.999654	179.999654	1	
4000.000000	0.000000	6000.000000	89.999654	179.999654	2	
4000.000000	0.000000	6000.000000	60.583216	437.580212	3	
4000.000000	0.000000	6500.000000	60.583216	437.580212	0	
4000.000000	0.000000	6500.000000	89.999654	179.999654	1	
4000.000000	0.000000	6500.000000	89.999654	179.999654	2	
4000.000000	0.000000	6500.000000	60.583216	437.580212	3	
4000.000000	0.000000	7000.000000	60.583216	437.580212	0	
4000.000000	0.000000	7000.000000	89.999654	179.999654	1	
4000.000000	0.000000	7000.000000	89.999654	179.999654	2	
4000.000000	0.000000	7000.000000	60.583216	437.580212	3	
4000.000000	0.000000	7500.000000	60.583216	437.580212	0	
4000.000000	0.000000	7500.000000	89.999654	179.999654	1	
4000.000000	0.000000	7500.000000	89.999654	179.999654	2	
4000.000000	0.000000	7500.000000	60.583216	437.580212	3	
4000.000000	0.000000	8000.000000	60.583216	437.580212	0	
4000.000000	0.000000	8000.000000	89.999654	179.999654	1	
4000.000000	0.000000	8000.000000	89.999654	179.999654	2	
4000.000000	0.000000	8000.000000	60.583216	437.580212	3	
4000.000000	0.000000	8500.000000	60.583216	437.580212	0	
4000.000000	0.000000	8500.000000	89.999654	179.999654	1	
4000.000000	0.000000	8500.000000	89.999654	179.999654	2	
4000.000000	0.000000	8500.000000	60.583216	437.580212	3	
4000.000000	0.000000	9000.000000	60.583216	437.580212	0	
4000.000000	0.000000	9000.000000	89.999654	179.999654	1	
4000.000000	0.000000	9000.000000	89.999654	179.999654	2	
4000.000000	0.000000	9000.000000	60.583216	437.580212	3	
4000.000000	0.000000	9500.000000	60.583216	437.580212	0	
4000.000000	0.000000	9500.000000	89.999654	179.999654	1	
4000.000000	0.000000	9500.000000	89.999654	179.999654	2	
4000.000000	0.000000	9500.000000	60.583216	437.580212	3	
4000.000000	0.000000	10000.000000	60.583216	437.580212	0	
4000.000000	0.000000	10000.000000	89.999654	179.999654	1	
4000.000000	0.000000	10000.000000	89.999654	179.999654	2	
4000.000000	0.000000	10000.000000	60.583216	437.580212	3	
4500.000000	0.000000	5000.000000	60.583216	437.580212	0	
4500.000000	0.000000	5000.000000	89.999654	179.999654	1	
4500.000000	0.000000	5000.000000	89.999654	179.999654	2	
4500.000000	0.000000	5000.000000	60.401195	100.307098	3	
4500.000000	0.000000	5500.000000	60.401195	100.307098	0	
4500.000000	0.000000	5500.000000	89.999654	179.999654	1	
4500.000000	0.000000	5500.000000	89.999654	179.999654	2	
4500.000000	0.000000	5500.000000	60.401195	100.307098	3	
4500.000000	0.000000	6000.000000	60.401195	100.307098	0	
4500.000000	0.000000	6000.000000	89.999654	179.999654	1	
4500.000000	0.000000	6000.000000	89.999654	179.999654	2	
4500.000000	0.000000	6000.000000	60.401195	100.307098	3	
4500.000000	0.000000	6500.000000	60.401195	100.307098	0	
4500.000000	0.000000	6500.000000	89.999654	179.999654	1	
4500.000000	0.000000	6500.000000	89.999654	179.999654	2	
4500.000000	0.000000	6500.000000	60.401195	100.307098	3	
4500.000000	0.000000	7000.000000	60.401195	100.307098	0	
4500.000000	0.000000	7000.000000	89.999654	179.999654	1	
4500.000000	0.000000	7000.000000	89.999654	179.999654	2	
4500.000000	0.000000	7000.000000	60.401195	100.307098	3	
4500.000000	0.000000	7500.000000	60.401195	100.307098	0	
4500.000000	0.000000	7500.000000	89.999654	179.999654	1	
4500.000000	0.000000	7500.000000	89.999654	179.999654	2	
4500.000000	0.000000	7500.000000	60.401195	100.307098	3	
4500.000000	0.000000	8000.000000	60.401195	100.307098	0	
4500.000000	0.000000	8000.000000	89.999654	179.999654	1	
4500.000000	0.000000	8000.000000	89.999654	179.999654	2	
4500.000000	0.000000	8000.000000	60.401195	100.307098	3	
4500.000000	0.000000	8500.000000	60.401195	100.307098	0	
4500.000000	0.000000	8500.000000	89.999654	179.999654	1	
4500.000000	0.000000	8500.000000	89.999654	179.999654	2	
4500.000000	0.000000	8500.000000	60.401195	100.307098	3	
4500.000000	0.000000	9000.000000	60.401195	100.307098	0	
4500.000000	0.000000	9000.000000	89.999654	179.999654	1	
4500.000000	0.000000	9000.000000	89.999654	179.999654	2	
4500.000000	0.000000	9000.000000	60.401195	100.307098	3	
4500.000000	0.000000	9500.000000	60.401195	100.307098	0	
4500.000000	0.000000	9500.000000	89.999654	179.999654	1	
4500.000000	0.000000	9500.000000	89.999654	179.999654	2	
4500.000000	0.000000	9500.000000	60.401195	100.307098	3	
4500.000000	0.000000	10000.000000	60.401195	100.307098	0	
4500.000000	0.000000	10000.000000	89.999654	179.999654	1	
4500.000000	0.000000	10000.000000	89.999654	179.999654	2	
4500.000000	0.000000	10000.000000	60.401195	100.307098	3	
5000.000000	0.000000	5000.000000	60.401195	100.307098	0	
5000.000000	0.000000	5000.000000	89.999654	179.999654	1	
5000.000000	0.000000	5000.000000	89.999654	179.999654	2	
5000.000000	0.000000	5000.000000	64.030744	122.477887	3	
5000.000000	0.000000	5500.000000	64.030744	122.477887	0	
5000.000000	0.000000	5500.000000	89.999654	179.999654	1	
5000.000000	0.000000	5500.000000	89.999654	179.999654	2	
5000.000000	0.000000	5500.000000	64.030744	122.477887	3	
5000.000000	0.000000	6000.000000	64.030744	122.477887	0	
5000.000000	0.000000	6000.000000	89.999654	179.999654	1	
5000.000000	0.000000	6000.000000	89.999654	179.999654	2	
5000.000000	0.000000	6000.000000	64.030744	122.477887	3	
5000.000000	0.000000	6500.000000	64.030744	122.477887	0	
5000.000000	0.000000	6500.000000	89.999654	179.999654	1	
5000.000000	0.000000	6500.000000	89.999654	179.999654	2	
5000.000000	0.000000	6500.000000	64.030744	122.477887	3	
5000.000000	0.000000	7000.000000	64.030744	122.477887	0	
5000.000000	0.000000	7000.000000	89.999654	179.999654	1	
5000.000000	0.000000	7000.000000	89.999654	179.999654	2	
5000.000000	0.000000	7000.000000	64.030744	122.477887	3	
5000.000000	0.000000	7500.000000	64.030744	122.477887	0	
5000.000000	0.000000	7500.000000	89.999654	179.999654	1	
5000.000000	0.000000	7500.000000	89.999654	179.999654	2	
5000.000000	0.000000	7500.000000	64.030744	122.477887	3	
5000.000000	0.000000	8000.000000	64.030744	122.477887	0	
5000.000000	0.000000	8000.000000	89.999654	179.999654	1	
5000.000000	0.000000	8000.000000	89.999654	179.999654	2	
5000.000000	0.000000	8000.000000	64.030744	122.477887	3	
