,X,Y,Z,val,feature_name,nx,ny,nz
167,550551.810547,7818787.2070309995,-9607.230469,250.0,strati,,,
168,550551.810547,7818768.4375,-9614.0,250.0,strati,,,
169,550551.810547,7818749.6679690005,-9623.75,250.0,strati,,,
170,550551.810547,7818730.898438,-9635.790039,250.0,strati,,,
171,550551.810547,7818712.1289059995,-9641.120117,250.0,strati,,,
172,550551.810547,7818693.359375,-9647.919922,250.0,strati,,,
173,550551.810547,7818674.5898440005,-9656.820313,250.0,strati,,,
174,550551.810547,7818655.820313,-9662.620117,250.0,strati,,,
175,550551.810547,7818637.046875,-9663.179688,250.0,strati,,,
176,550551.810547,7818618.28125,-9663.160156,250.0,strati,,,
177,550551.810547,7818599.507813,-9667.019531,250.0,strati,,,
178,550551.810547,7818580.7382809995,-9673.969727,250.0,strati,,,
179,550551.810547,7818561.96875,-9675.139648,250.0,strati,,,
180,550551.810547,7818543.1992190005,-9676.089844,250.0,strati,,,
181,550551.810547,7818524.429688,-9678.110352,250.0,strati,,,
182,550551.810547,7818505.6601559995,-9682.700195,250.0,strati,,,
183,550551.810547,7818486.890625,-9682.910156,250.0,strati,,,
184,550551.810547,7818468.117188,-9684.540039,250.0,strati,,,
185,550551.810547,7818449.3476559995,-9687.280273,250.0,strati,,,
186,550551.810547,7818430.578125,-9687.200195,250.0,strati,,,
187,550551.810547,7818411.8085940005,-9689.259766,250.0,strati,,,
188,550551.810547,7818393.039063,-9692.209961,250.0,strati,,,
189,550551.810547,7818374.2695309995,-9691.660156,250.0,strati,,,
190,550551.810547,7818355.5,-9688.839844,250.0,strati,,,
191,550551.810547,7818336.7304690005,-9686.870117,250.0,strati,,,
192,550551.810547,7818317.9570309995,-9685.290039,250.0,strati,,,
193,550551.810547,7818299.1875,-9683.089844,250.0,strati,,,
194,550551.810547,7818280.4179690005,-9681.339844,250.0,strati,,,
195,550551.810547,7818261.648438,-9677.639648,250.0,strati,,,
196,550551.810547,7818242.8789059995,-9674.830078,250.0,strati,,,
197,550551.810547,7818224.109375,-9672.099609,250.0,strati,,,
198,550551.810547,7818205.3398440005,-9666.900391,250.0,strati,,,
199,550551.810547,7818186.570313,-9662.620117,250.0,strati,,,
200,550551.810547,7818167.796875,-9660.450195,250.0,strati,,,
201,550551.810547,7818149.0273440005,-9657.450195,250.0,strati,,,
202,550551.810547,7818130.257813,-9646.129883,250.0,strati,,,
203,550551.810547,7818111.4882809995,-9639.950195,250.0,strati,,,
204,550551.810547,7818092.71875,-9636.639648,250.0,strati,,,
205,550551.810547,7818073.9492190005,-9634.240234,250.0,strati,,,
206,550551.810547,7818055.179688,-9634.070313,250.0,strati,,,
207,550551.810547,7818036.4101559995,-9633.599609,250.0,strati,,,
208,550551.810547,7818017.6367190005,-9631.259766,250.0,strati,,,
209,550551.810547,7817998.8710940005,-9628.089844,250.0,strati,,,
210,550551.810547,7817980.0976559995,-9625.759766,250.0,strati,,,
211,550551.810547,7817961.328125,-9628.030273,250.0,strati,,,
212,550551.810547,7817942.5585940005,-9629.870117,250.0,strati,,,
213,550551.810547,7817923.789063,-9629.169922,250.0,strati,,,
214,550551.810547,7817905.0195309995,-9627.419922,250.0,strati,,,
215,550551.810547,7817886.25,-9626.070313,250.0,strati,,,
216,550551.810547,7817867.4804690005,-9623.980469,250.0,strati,,,
217,550551.810547,7817848.710938,-9620.259766,250.0,strati,,,
218,550551.810547,7817829.9375,-9616.44043,250.0,strati,,,
219,550551.810547,7817811.1679690005,-9613.950195,250.0,strati,,,
220,550551.810547,7817792.398438,-9615.200195,250.0,strati,,,
221,550551.810547,7817773.6289059995,-9622.110352,250.0,strati,,,
222,550551.810547,7817754.859375,-9628.570313,250.0,strati,,,
223,550551.810547,7817736.0898440005,-9633.5,250.0,strati,,,
224,550551.810547,7817717.320313,-9636.360352,250.0,strati,,,
225,550551.810547,7817698.546875,-9636.459961,250.0,strati,,,
226,550551.810547,7817679.7773440005,-9635.25,250.0,strati,,,
227,550551.810547,7817661.007813,-9630.120117,250.0,strati,,,
228,550551.810547,7817642.2382809995,-9614.860352,250.0,strati,,,
229,550551.810547,7817623.46875,-9621.969727,250.0,strati,,,
230,550551.810547,7817604.6992190005,-9626.299805,250.0,strati,,,
231,550551.810547,7817585.929688,-9630.339844,250.0,strati,,,
232,550551.810547,7817567.1601559995,-9637.69043,250.0,strati,,,
233,550551.810547,7817548.3867190005,-9639.669922,250.0,strati,,,
234,550551.810547,7817529.617188,-9641.959961,250.0,strati,,,
235,550551.810547,7817510.8476559995,-9642.639648,250.0,strati,,,
236,550551.810547,7817492.078125,-9642.879883,250.0,strati,,,
237,550551.810547,7817473.3085940005,-9645.19043,250.0,strati,,,
238,550551.810547,7817454.539063,-9646.019531,250.0,strati,,,
239,550551.810547,7817435.7695309995,-9643.099609,250.0,strati,,,
240,550551.810547,7817417.0,-9637.669922,250.0,strati,,,
241,550551.810547,7817398.226563,-9634.5,250.0,strati,,,
242,550551.810547,7817379.460938,-9630.929688,250.0,strati,,,
243,550551.810547,7817360.6875,-9630.320313,250.0,strati,,,
244,550551.810547,7817341.9179690005,-9628.139648,250.0,strati,,,
245,550551.810547,7817323.148438,-9623.900391,250.0,strati,,,
246,550551.810547,7817304.3789059995,-9621.759766,250.0,strati,,,
247,550551.810547,7817285.609375,-9624.839844,250.0,strati,,,
248,550551.810547,7817266.8398440005,-9622.469727,250.0,strati,,,
249,550551.810547,7817248.070313,-9622.25,250.0,strati,,,
250,550551.810547,7817229.3007809995,-9619.450195,250.0,strati,,,
251,550551.810547,7817210.5273440005,-9614.419922,250.0,strati,,,
252,550551.810547,7817191.757813,-9607.44043,250.0,strati,,,
253,550551.810547,7817172.9882809995,-9602.75,250.0,strati,,,
254,550551.810547,7817154.21875,-9601.120117,250.0,strati,,,
255,550551.810547,7817135.4492190005,-9600.089844,250.0,strati,,,
256,550551.810547,7817116.679688,-9599.110352,250.0,strati,,,
257,550551.810547,7817097.9101559995,-9597.519531,250.0,strati,,,
258,550551.810547,7817079.140625,-9598.290039,250.0,strati,,,
259,550551.810547,7817060.367188,-9596.849609,250.0,strati,,,
260,550551.810547,7817041.5976559995,-9598.580078,250.0,strati,,,
261,550551.810547,7817022.828125,-9604.879883,250.0,strati,,,
262,550551.810547,7817004.0585940005,-9609.320313,250.0,strati,,,
263,550551.810547,7816985.289063,-9610.860352,250.0,strati,,,
264,550551.810547,7816966.5195309995,-9614.629883,250.0,strati,,,
265,550551.810547,7816947.75,-9616.75,250.0,strati,,,
266,550551.810547,7816928.9804690005,-9614.610352,250.0,strati,,,
267,550551.810547,7816910.2070309995,-9621.360352,250.0,strati,,,
268,550551.810547,7821865.4882809995,-10530.400391,330.0,strati,,,
269,550551.810547,7821846.71875,-10533.099609,330.0,strati,,,
270,550551.810547,7821827.9492190005,-10535.799805,330.0,strati,,,
271,550551.810547,7821809.179688,-10538.400391,330.0,strati,,,
272,550551.810547,7821790.4101559995,-10541.099609,330.0,strati,,,
273,550551.810547,7821771.640625,-10543.799805,330.0,strati,,,
274,550551.810547,7821752.867188,-10546.400391,330.0,strati,,,
275,550551.810547,7821734.101563,-10549.099609,330.0,strati,,,
276,550551.810547,7821715.328125,-10551.799805,330.0,strati,,,
277,550551.810547,7821696.5585940005,-10554.400391,330.0,strati,,,
278,550551.810547,7821677.789063,-10554.400391,330.0,strati,,,
279,550551.810547,7821659.0195309995,-10554.400391,330.0,strati,,,
280,550551.810547,7821640.25,-10554.400391,330.0,strati,,,
281,550551.810547,7821621.4804690005,-10558.400391,330.0,strati,,,
282,550551.810547,7821602.710938,-10562.400391,330.0,strati,,,
283,550551.810547,7821583.9414059995,-10566.400391,330.0,strati,,,
284,550551.810547,7821565.1679690005,-10564.799805,330.0,strati,,,
285,550551.810547,7821546.398438,-10566.900391,330.0,strati,,,
286,550551.810547,7821527.6289059995,-10568.0,330.0,strati,,,
287,550551.810547,7821508.859375,-10571.0,330.0,strati,,,
288,550551.810547,7821490.0898440005,-10577.099609,330.0,strati,,,
289,550551.810547,7821471.320313,-10579.799805,330.0,strati,,,
290,550551.810547,7821452.5507809995,-10579.400391,330.0,strati,,,
291,550551.810547,7821433.78125,-10577.200195,330.0,strati,,,
292,550551.810547,7821415.007813,-10574.5,330.0,strati,,,
293,550551.810547,7821396.2382809995,-10571.099609,330.0,strati,,,
294,550551.810547,7821377.46875,-10566.700195,330.0,strati,,,
295,550551.810547,7821358.6992190005,-10563.400391,330.0,strati,,,
296,550551.810547,7821339.929688,-10559.400391,330.0,strati,,,
297,550551.810547,7821321.1601559995,-10557.099609,330.0,strati,,,
298,550551.810547,7821302.390625,-10553.299805,330.0,strati,,,
299,550551.810547,7821283.617188,-10543.700195,330.0,strati,,,
300,550551.810547,7821264.8476559995,-10537.5,330.0,strati,,,
301,550551.810547,7821246.078125,-10532.0,330.0,strati,,,
302,550551.810547,7821227.3085940005,-10522.900391,330.0,strati,,,
303,550551.810547,7821208.539063,-10511.700195,330.0,strati,,,
304,550551.810547,7821189.7695309995,-10499.700195,330.0,strati,,,
305,550551.810547,7821171.0,-10485.900391,330.0,strati,,,
306,550551.810547,7821152.2304690005,-10453.900391,330.0,strati,,,
307,550551.810547,7821133.4570309995,-10421.900391,330.0,strati,,,
308,550551.810547,7821114.6914059995,-10389.900391,330.0,strati,,,
309,550551.810547,7821095.9179690005,-10361.400391,330.0,strati,,,
310,550551.810547,7821077.148438,-10350.700195,330.0,strati,,,
311,550551.810547,7821058.3789059995,-10337.099609,330.0,strati,,,
312,550551.810547,7821039.609375,-10314.200195,330.0,strati,,,
313,550551.810547,7821020.8398440005,-10300.400391,330.0,strati,,,
314,550551.810547,7821002.070313,-10275.700195,330.0,strati,,,
315,550551.810547,7820983.296875,-10245.700195,330.0,strati,,,
316,550551.810547,7820964.53125,-10215.700195,330.0,strati,,,
317,550551.810547,7820945.757813,-10191.700195,330.0,strati,,,
318,550551.810547,7820926.9882809995,-10167.700195,330.0,strati,,,
319,550551.810547,7820908.21875,-10143.700195,330.0,strati,,,
320,550551.810547,7820889.4492190005,-10071.700195,330.0,strati,,,
321,550551.810547,7820870.679688,-10035.700195,330.0,strati,,,
322,550551.810547,7820851.9101559995,-9999.660156,330.0,strati,,,
323,550551.810547,7820833.140625,-9963.660156,330.0,strati,,,
324,550551.810547,7820814.3710940005,-9927.660156,330.0,strati,,,
325,550551.810547,7820795.5976559995,-9891.660156,330.0,strati,,,
326,550551.810547,7820776.828125,-9819.660156,330.0,strati,,,
327,550551.810547,7820758.0585940005,-9807.660156,330.0,strati,,,
328,550551.810547,7820739.289063,-9795.660156,330.0,strati,,,
329,550551.810547,7820720.5195309995,-9782.519531,330.0,strati,,,
330,550551.810547,7820701.75,-9768.379883,330.0,strati,,,
331,550551.810547,7820682.9804690005,-9748.169922,330.0,strati,,,
332,550551.810547,7820664.210938,-9737.719727,330.0,strati,,,
333,550551.810547,7820645.4375,-9727.719727,330.0,strati,,,
334,550551.810547,7820626.6679690005,-9707.709961,330.0,strati,,,
335,550551.810547,7820607.898438,-9694.120117,330.0,strati,,,
336,550551.810547,7820589.1289059995,-9689.040039,330.0,strati,,,
337,550551.810547,7820570.359375,-9686.799805,330.0,strati,,,
338,550551.810547,7820551.5898440005,-9686.110352,330.0,strati,,,
339,550551.810547,7820532.820313,-9687.360352,330.0,strati,,,
340,550551.810547,7820514.0507809995,-9686.969727,330.0,strati,,,
341,550551.810547,7820495.28125,-9692.599609,330.0,strati,,,
342,550551.810547,7820476.507813,-9697.660156,330.0,strati,,,
343,550551.810547,7820457.7382809995,-9692.349609,330.0,strati,,,
344,550551.810547,7820438.96875,-9687.55957,330.0,strati,,,
345,550551.810547,7820420.1992190005,-9682.139648,330.0,strati,,,
346,550551.810547,7820401.429688,-9676.070313,330.0,strati,,,
347,550551.810547,7820382.6601559995,-9657.759766,330.0,strati,,,
348,550551.810547,7820363.8867190005,-9649.650391,330.0,strati,,,
349,550551.810547,7820345.1210940005,-9643.75,330.0,strati,,,
350,550551.810547,7820326.3476559995,-9628.339844,330.0,strati,,,
351,550551.810547,7820307.578125,-9587.530273,330.0,strati,,,
352,550551.810547,7820288.8085940005,-9583.790039,330.0,strati,,,
353,550551.810547,7820270.039063,-9582.889648,330.0,strati,,,
354,550551.810547,7820251.2695309995,-9583.719727,330.0,strati,,,
355,550551.810547,7820232.5,-9585.929688,330.0,strati,,,
356,550551.810547,7820213.7304690005,-9590.599609,330.0,strati,,,
357,550551.810547,7820194.960938,-9596.80957,330.0,strati,,,
358,550551.810547,7820176.1875,-9607.179688,330.0,strati,,,
359,550551.810547,7820157.4179690005,-9655.179688,330.0,strati,,,
360,550551.810547,7820138.648438,-9663.179688,330.0,strati,,,
361,550551.810547,7820119.8789059995,-9671.179688,330.0,strati,,,
362,550551.810547,7820101.109375,-9679.179688,330.0,strati,,,
363,550551.810547,7820082.3398440005,-9693.540039,330.0,strati,,,
364,550551.810547,7820063.570313,-9733.839844,330.0,strati,,,
365,550551.810547,7820044.8007809995,-9738.620117,330.0,strati,,,
366,550551.810547,7820026.0273440005,-9746.040039,330.0,strati,,,
367,550551.810547,7820007.257813,-9754.480469,330.0,strati,,,
368,550551.810547,7819988.4882809995,-9767.370117,330.0,strati,,,
369,550551.810547,7819969.71875,-9796.070313,330.0,strati,,,
370,550551.810547,7819950.9492190005,-9806.830078,330.0,strati,,,
371,550551.810547,7819932.179688,-9822.480469,330.0,strati,,,
372,550551.810547,7819913.4101559995,-9839.040039,330.0,strati,,,
373,550551.810547,7819894.640625,-9923.040039,330.0,strati,,,
374,550551.810547,7819875.867188,-9941.040039,330.0,strati,,,
375,550551.810547,7819857.0976559995,-9959.040039,330.0,strati,,,
376,550551.810547,7819838.328125,-10001.0,330.0,strati,,,
377,550551.810547,7819819.5585940005,-10043.0,330.0,strati,,,
378,550551.810547,7819800.789063,-10067.0,330.0,strati,,,
379,550551.810547,7819782.0195309995,-10091.0,330.0,strati,,,
380,550551.810547,7819763.25,-10103.0,330.0,strati,,,
381,550551.810547,7819744.4804690005,-10115.0,330.0,strati,,,
382,550551.810547,7819725.710938,-10127.0,330.0,strati,,,
383,550551.810547,7819706.9375,-10133.799805,330.0,strati,,,
384,550551.810547,7819688.1679690005,-10137.5,330.0,strati,,,
385,550551.810547,7819669.398438,-10138.299805,330.0,strati,,,
386,550551.810547,7819650.6289059995,-10131.799805,330.0,strati,,,
387,550551.810547,7819631.859375,-10127.799805,330.0,strati,,,
388,550551.810547,7819613.0898440005,-10113.700195,330.0,strati,,,
389,550551.810547,7819594.320313,-10102.299805,330.0,strati,,,
390,550551.810547,7819575.5507809995,-10095.299805,330.0,strati,,,
391,550551.810547,7819556.7773440005,-10077.299805,330.0,strati,,,
392,550551.810547,7819538.007813,-10059.299805,330.0,strati,,,
393,550551.810547,7819519.2382809995,-10035.299805,330.0,strati,,,
394,550551.810547,7819500.46875,-10011.299805,330.0,strati,,,
395,550551.810547,7819481.6992190005,-9951.299805,330.0,strati,,,
396,550551.810547,7819462.929688,-9855.299805,330.0,strati,,,
397,550551.810547,7819444.1601559995,-9759.299805,330.0,strati,,,
398,550551.810547,7819425.390625,-9723.299805,330.0,strati,,,
399,550551.810547,7819406.617188,-9699.780273,330.0,strati,,,
400,550551.810547,7819387.851563,-9686.110352,330.0,strati,,,
401,550551.810547,7819369.078125,-9674.509766,330.0,strati,,,
402,550551.810547,7819350.3085940005,-9661.30957,330.0,strati,,,
403,550551.810547,7819331.539063,-9632.169922,330.0,strati,,,
404,550551.810547,7819312.7695309995,-9626.0,330.0,strati,,,
405,550551.810547,7819294.0,-9623.620117,330.0,strati,,,
406,550551.810547,7819275.2304690005,-9619.019531,330.0,strati,,,
407,550551.810547,7819256.4570309995,-9589.849609,330.0,strati,,,
408,550551.810547,7819237.6875,-9591.330078,330.0,strati,,,
409,550551.810547,7819218.9179690005,-9602.830078,330.0,strati,,,
410,550551.810547,7819200.148438,-9608.769531,330.0,strati,,,
411,550551.810547,7819181.3789059995,-9611.830078,330.0,strati,,,
412,550551.810547,7819162.609375,-9617.830078,330.0,strati,,,
413,550551.810547,7819143.8398440005,-9623.830078,330.0,strati,,,
414,550551.810547,7819125.070313,-9631.830078,330.0,strati,,,
415,550551.810547,7819106.3007809995,-9639.830078,330.0,strati,,,
416,550551.810547,7819087.5273440005,-9647.830078,330.0,strati,,,
417,550551.810547,7819068.757813,-9659.830078,330.0,strati,,,
418,550551.810547,7819049.9882809995,-9671.830078,330.0,strati,,,
419,550551.810547,7819031.21875,-9725.830078,330.0,strati,,,
420,550551.810547,7819012.4492190005,-9779.830078,330.0,strati,,,
421,550551.810547,7818993.679688,-9839.830078,330.0,strati,,,
422,550551.810547,7818974.9101559995,-9899.830078,330.0,strati,,,
