group,index in group,unit name
0,0,Turee_Creek_Group
0,1,Boolgeeda_Iron_Formation
0,2,Woongarra_Rhyolite
0,3,Weeli_Wolli_Formation
0,4,Brockman_Iron_Formation
0,5,Mount_McRae_Shale_and_Mount_Sylvia_Formation
0,6,Wittenoom_Formation
0,7,Marra_Mamba_Iron_Formation
0,8,Jeerinah_Formation
0,9,Fortescue_Group
0,10,Bunjinah_Formation
0,11,Pyradie_Formation
