X,Y,Z,name
547114.2637708104,7512140.900866585,662.3585791985743,Marra_Mamba_Iron_Formation
547104.4526327184,7512122.394337149,662.4890268761939,Marra_Mamba_Iron_Formation
546773.33968561,7511046.63984047,684.1052204599312,Marra_Mamba_Iron_Formation
546762.4904998624,7510993.451111171,672.3520859697649,Marra_Mamba_Iron_Formation
546758.3017795589,7510972.91567971,668.266005864677,Marra_Mamba_Iron_Formation
545834.07886113,7510116.14009074,699.4201037814055,Marra_Mamba_Iron_Formation
544986.9678246,7508529.64070461,696.1303852952971,Marra_Mamba_Iron_Formation
544044.85933247,7507007.14778698,618.0114819034807,Marra_Mamba_Iron_Formation
542851.59999817,7504830.14837735,586.4897366779604,Marra_Mamba_Iron_Formation
541996.4995115,7504230.15167315,599.2722142722994,Marra_Mamba_Iron_Formation
540714.57853476,7503454.65880332,601.7765349482144,Marra_Mamba_Iron_Formation
538115.05188961,7502437.6390985,614.2206953573093,Marra_Mamba_Iron_Formation
537323.51234309,7501824.63116789,581.4995082638524,Marra_Mamba_Iron_Formation
536218.05087715,7500716.62982771,548.409478843698,Marra_Mamba_Iron_Formation
534081.70794869,7500817.10922303,565.7242136441575,Marra_Mamba_Iron_Formation
533295.3713802102,7500487.039291037,557.5400487723887,Marra_Mamba_Iron_Formation
533029.9344967178,7500850.24582394,543.2909943586922,Marra_Mamba_Iron_Formation
532828.74195887,7500779.5898232,547.6528053739413,Marra_Mamba_Iron_Formation
529769.56895004,7500739.068746,546.9589762730618,Marra_Mamba_Iron_Formation
528606.7054395513,7500745.170735248,559.7307465006609,Marra_Mamba_Iron_Formation
529070.4768030181,7500216.433158287,540.632078465193,Marra_Mamba_Iron_Formation
527986.56266444,7500239.54805272,538.8648339957901,Marra_Mamba_Iron_Formation
525080.37888159,7500248.52011825,545.0570143836563,Marra_Mamba_Iron_Formation
519572.569,7510655.56991078,607.5272570982411,Wittenoom_Formation
522835.0200552533,7511572.344107556,570.1412354875515,Wittenoom_Formation
522852.3463801091,7511582.4541240465,569.4539487703878,Wittenoom_Formation
523243.80221238,7511810.8139524,574.8704973646622,Wittenoom_Formation
524684.43074283,7513216.04936846,591.3737050695931,Wittenoom_Formation
526563.31979686,7516282.58188157,637.0939307305969,Wittenoom_Formation
551978.745,7515812.631645737,642.4767200226765,Wittenoom_Formation
549439.77104575,7514570.12941374,643.8580230953768,Wittenoom_Formation
547535.49978382,7513671.14015049,632.5174309029993,Wittenoom_Formation
546647.5624028842,7512676.54185883,627.3689508103862,Wittenoom_Formation
546631.1332037331,7512665.050680517,626.6556505797265,Wittenoom_Formation
546556.91190364,7512613.13760879,625.3543420264645,Wittenoom_Formation
546082.6082970671,7511385.907606197,646.530692947754,Wittenoom_Formation
546071.5082771338,7511369.25830245,646.8625405270174,Wittenoom_Formation
544599.6914849,7509307.15123408,661.3119712953377,Wittenoom_Formation
544255.81956058,7507878.65057088,638.5059182321802,Wittenoom_Formation
542748.24172931,7505604.14936475,603.999669531453,Wittenoom_Formation
538490.04020229,7502853.64000446,607.429230877286,Wittenoom_Formation
536718.00863827,7502615.6299287,571.1386274087248,Wittenoom_Formation
535289.74986131,7501266.61981285,556.3686203881329,Wittenoom_Formation
532990.7747944555,7500985.70182247,548.7376987937084,Wittenoom_Formation
532904.0695134036,7501128.961417044,558.1991177823292,Wittenoom_Formation
531190.53009968,7501090.09103272,576.0219126694676,Wittenoom_Formation
528449.42942169,7500976.55027108,551.4551241556446,Wittenoom_Formation
529354.2591485713,7489723.89,483.06752767705495,Bunjinah_Formation
528010.69056076,7490033.00870063,436.24741078919953,Bunjinah_Formation
527692.3446357291,7490013.222464005,477.844053269039,Bunjinah_Formation
526710.9812112843,7491729.250886025,480.1738611781036,Bunjinah_Formation
525263.63108039,7490681.47991698,552.653671708414,Bunjinah_Formation
523860.21075316,7489772.4791531,631.095248065255,Bunjinah_Formation
531761.9216368438,7489723.89,522.0338085357321,Bunjinah_Formation
530163.09108962,7491234.03054733,537.3228201261201,Bunjinah_Formation
529212.3307416,7491907.53998114,530.1903846375114,Bunjinah_Formation
528666.19739018,7492063.53078777,486.35980983762033,Bunjinah_Formation
548889.2972765055,7489723.89,580.6882336211066,Woongarra_Rhyolite
549687.55010577,7490279.22033553,563.40037394225,Woongarra_Rhyolite
550062.91966385,7490440.22999716,563.9487230039048,Woongarra_Rhyolite
551421.53808071,7490654.7416929,564.9495084761977,Woongarra_Rhyolite
538523.47963673,7511559.70031612,647.2691452490168,Weeli_Wolli_Formation
540057.37106246,7509681.66890129,650.0127111574051,Weeli_Wolli_Formation
540348.21141577,7507671.65963982,643.2368146516194,Weeli_Wolli_Formation
537068.6509274,7505741.16039321,623.6086534798903,Weeli_Wolli_Formation
533603.88177167,7504709.62726154,610.1293632510742,Weeli_Wolli_Formation
531101.5790886653,7503246.79215848,622.4711933095405,Weeli_Wolli_Formation
530842.3050688059,7503487.7725408785,595.3886584880757,Weeli_Wolli_Formation
527759.80993316,7502688.05957665,553.5411679983705,Weeli_Wolli_Formation
527015.2964119801,7502589.086415688,554.0543296826485,Weeli_Wolli_Formation
527177.9123663192,7502379.39689668,561.0757690229334,Weeli_Wolli_Formation
524294.11173178,7502249.52096834,571.9127718659261,Weeli_Wolli_Formation
522534.18705220777,7501850.70980351,553.6581505252984,Weeli_Wolli_Formation
522408.2518345801,7501922.654008511,551.3378619905233,Weeli_Wolli_Formation
520358.734899254,7501713.412603741,535.4273275503887,Weeli_Wolli_Formation
520333.24271642976,7501711.867273416,535.0863938619032,Weeli_Wolli_Formation
519572.569,7501621.605233808,539.753936850501,Weeli_Wolli_Formation
519572.569,7508726.344445956,626.0524534747188,Weeli_Wolli_Formation
521049.46638255887,7509064.655564553,591.9934268408406,Weeli_Wolli_Formation
521100.5061366483,7509072.195111302,589.8131191966612,Weeli_Wolli_Formation
524151.16928138,7509438.05160553,563.4853899816745,Weeli_Wolli_Formation
527864.74219362,7510184.62079953,596.4613442988365,Weeli_Wolli_Formation
532096.70017129,7511533.22015216,621.0048821063749,Weeli_Wolli_Formation
533789.40957391,7512353.23117852,673.6298126180945,Weeli_Wolli_Formation
537941.65152172,7511797.69952931,665.4698456714881,Weeli_Wolli_Formation
537981.21323065,7511781.5175656,663.6920610323317,Weeli_Wolli_Formation
519572.569,7509505.620479687,598.544398769097,Mount_McRae_Shale_and_Mount_Sylvia_Formation
523849.76068937,7510813.54871304,575.0885471315814,Mount_McRae_Shale_and_Mount_Sylvia_Formation
526174.97059272,7512331.08860177,600.4500212790356,Mount_McRae_Shale_and_Mount_Sylvia_Formation
526786.89931708,7512576.11189434,604.6778533877645,Mount_McRae_Shale_and_Mount_Sylvia_Formation
529283.53027829,7513310.17996924,647.7142672154005,Mount_McRae_Shale_and_Mount_Sylvia_Formation
529748.6604519,7514852.20876835,643.2082658041037,Mount_McRae_Shale_and_Mount_Sylvia_Formation
529846.53825611,7516247.2076062,665.4909915093805,Mount_McRae_Shale_and_Mount_Sylvia_Formation
547840.4719156559,7516341.01,734.3550109499422,Mount_McRae_Shale_and_Mount_Sylvia_Formation
546758.59954223,7515243.66039154,720.997493579513,Mount_McRae_Shale_and_Mount_Sylvia_Formation
544825.08281645,7514215.6581966,797.6416072165865,Mount_McRae_Shale_and_Mount_Sylvia_Formation
544090.77893216,7511817.1508756,665.5561755306909,Mount_McRae_Shale_and_Mount_Sylvia_Formation
543381.02146842,7510324.15103518,678.8343567230692,Mount_McRae_Shale_and_Mount_Sylvia_Formation
543136.21082449,7508978.15168947,655.2831298499777,Mount_McRae_Shale_and_Mount_Sylvia_Formation
542622.22038079,7508170.65934727,645.1460947737982,Mount_McRae_Shale_and_Mount_Sylvia_Formation
541716.57905509,7505698.16170224,654.4818613790809,Mount_McRae_Shale_and_Mount_Sylvia_Formation
538020.88079731,7503667.1522582,617.0489285210317,Mount_McRae_Shale_and_Mount_Sylvia_Formation
536013.90197875,7503250.64068908,621.8294983701247,Mount_McRae_Shale_and_Mount_Sylvia_Formation
533444.01858443,7501684.61032926,674.4093836638249,Mount_McRae_Shale_and_Mount_Sylvia_Formation
532856.65218931,7501611.11120583,625.6105161611208,Mount_McRae_Shale_and_Mount_Sylvia_Formation
540641.6695196998,7490347.328202824,575.1884344115125,Marra_Mamba_Iron_Formation
541318.3109205,7491402.65077359,563.001062905689,Marra_Mamba_Iron_Formation
542193.2098362639,7491645.813711183,548.7417400511547,Marra_Mamba_Iron_Formation
542269.8724882609,7491462.614803348,563.7678434065213,Marra_Mamba_Iron_Formation
542387.04787832,7491479.65060261,572.7629857087253,Marra_Mamba_Iron_Formation
542874.87052742,7492419.15035772,536.9451290773383,Marra_Mamba_Iron_Formation
543201.8245768951,7492628.332607182,540.8999528158317,Marra_Mamba_Iron_Formation
543227.1873759672,7492635.465655599,540.9366437539667,Marra_Mamba_Iron_Formation
544142.17965374,7492794.15959313,550.3001715612436,Marra_Mamba_Iron_Formation
544346.30837364,7492926.66125734,556.0088150066265,Marra_Mamba_Iron_Formation
546046.63210619,7493420.15976125,549.6832189954057,Marra_Mamba_Iron_Formation
548710.80225349,7493316.69101862,552.3195644561226,Marra_Mamba_Iron_Formation
550558.29902326,7494000.21006652,576.4031878836072,Marra_Mamba_Iron_Formation
551569.35815111,7493988.72104822,586.0349883382951,Marra_Mamba_Iron_Formation
550502.9963973601,7489723.89,564.6133687730362,Turee_Creek_Group
550954.04837942,7489876.73093246,572.2566461829667,Turee_Creek_Group
551355.0091756,7489973.56636882,568.5210538648053,Turee_Creek_Group
546237.2713662738,7489723.89,658.0136764704982,Weeli_Wolli_Formation
547082.89985886,7490707.69776806,615.6417685025117,Weeli_Wolli_Formation
547486.26942055,7490854.19998118,603.2127917047793,Weeli_Wolli_Formation
550896.27985975,7491404.23177688,588.1441776011658,Weeli_Wolli_Formation
551886.29960517,7491661.23038216,601.3219654464605,Weeli_Wolli_Formation
549595.5717406945,7489723.89,568.1078698531028,Boolgeeda_Iron_Formation
550205.91851711,7490207.72611919,561.2587380450152,Boolgeeda_Iron_Formation
550976.81091236,7490294.53687282,567.4105619324695,Boolgeeda_Iron_Formation
551356.23351303,7490337.18942372,560.6288656697749,Boolgeeda_Iron_Formation
542246.7974143107,7489723.89,677.3047709921324,Brockman_Iron_Formation
542717.9220280568,7490577.91467688,615.7362077391973,Brockman_Iron_Formation
542736.5758484881,7490586.864028291,616.6292564932635,Brockman_Iron_Formation
544135.61854951,7491432.16111711,623.610087888101,Brockman_Iron_Formation
544306.9392631858,7491686.162238409,608.1553836617453,Brockman_Iron_Formation
544592.1154765331,7491373.375090823,642.9120964547694,Brockman_Iron_Formation
545036.39095029,7491777.16052949,629.6602692279037,Brockman_Iron_Formation
547358.20826529,7492402.68925637,594.9426382267385,Brockman_Iron_Formation
549769.40858937,7492521.71000565,604.5529586053317,Brockman_Iron_Formation
551912.66067399,7492908.74109107,647.1848656867654,Brockman_Iron_Formation
540988.4467666362,7489998.235904717,618.6456523379476,Wittenoom_Formation
541378.81007008,7490759.65119098,645.2222977179767,Wittenoom_Formation
542381.1376752502,7491084.486207495,591.1871672521688,Wittenoom_Formation
542402.766578806,7491085.370697992,591.1298111614567,Wittenoom_Formation
542645.92785563,7491090.14969537,612.2753338525877,Wittenoom_Formation
543146.00116325,7491940.15245489,602.5403291239865,Wittenoom_Formation
543799.7236521859,7492181.08866352,610.0806074510914,Wittenoom_Formation
543957.2065007278,7492086.975648428,603.6418115674317,Wittenoom_Formation
544164.74937505,7492195.6611233,604.9990686965133,Wittenoom_Formation
544311.50854058,7492303.15922438,608.9670040368236,Wittenoom_Formation
546566.36916235,7493067.16939007,576.6118547564881,Wittenoom_Formation
548555.10852428,7492681.1924451,576.4996083330577,Wittenoom_Formation
550765.35881959,7493413.72030961,653.134557702838,Wittenoom_Formation
551420.39980121,7493422.732412,672.2604781330273,Wittenoom_Formation
541633.0820563955,7489723.89,607.4003852248484,Mount_McRae_Shale_and_Mount_Sylvia_Formation
541942.05037318,7490540.65841891,605.260959679239,Mount_McRae_Shale_and_Mount_Sylvia_Formation
542513.2938496284,7490840.5249628415,603.5424893017987,Mount_McRae_Shale_and_Mount_Sylvia_Formation
542531.809619585,7490848.342610666,604.7594785132605,Mount_McRae_Shale_and_Mount_Sylvia_Formation
542929.42024798,7490989.65118976,638.6805751676451,Mount_McRae_Shale_and_Mount_Sylvia_Formation
544110.3011546083,7491894.921441781,604.0775131207824,Mount_McRae_Shale_and_Mount_Sylvia_Formation
544287.5269318117,7491735.850058673,608.5322137246671,Mount_McRae_Shale_and_Mount_Sylvia_Formation
545353.0321353,7492201.17032748,607.6644910799463,Mount_McRae_Shale_and_Mount_Sylvia_Formation
545734.43922891,7492380.66042821,607.6203621551542,Mount_McRae_Shale_and_Mount_Sylvia_Formation
547379.93605719,7492619.50987623,586.8129649923251,Mount_McRae_Shale_and_Mount_Sylvia_Formation
549044.65850976,7492599.75100812,582.4009870368604,Mount_McRae_Shale_and_Mount_Sylvia_Formation
550534.54189141,7493081.19302948,604.7011637582622,Mount_McRae_Shale_and_Mount_Sylvia_Formation
551636.30768192,7493278.72100359,636.3152610769151,Mount_McRae_Shale_and_Mount_Sylvia_Formation
519931.834325765,7499583.206071265,1516.3942679180268,Wittenoom_Formation
519931.834325765,7499583.206071265,-483.6057320819733,Wittenoom_Formation
523085.2993649884,7498726.661290905,703.3098288791055,Marra_Mamba_Iron_Formation
523171.9097636316,7500703.818196786,414.6071992108998,Marra_Mamba_Iron_Formation
521703.12588280416,7498890.966458331,1070.5157679555236,Marra_Mamba_Iron_Formation
521527.2215543957,7500587.4907921,26.07196756504948,Marra_Mamba_Iron_Formation
523056.8804373364,7508382.483067099,1125.2228079585643,Boolgeeda_Iron_Formation
523435.9585768036,7506796.584828582,-32.890546272582355,Boolgeeda_Iron_Formation
528623.2918286345,7509715.506028686,641.7558367694264,Boolgeeda_Iron_Formation
529179.2257275356,7507798.766150424,511.1965049099072,Boolgeeda_Iron_Formation
533137.0656130961,7510940.951080867,716.8903255728402,Boolgeeda_Iron_Formation
534046.283477434,7509172.450317773,503.0494358787467,Boolgeeda_Iron_Formation
536391.452166886,7511159.783518795,786.323487881966,Boolgeeda_Iron_Formation
536030.287997254,7509217.617085805,473.9935515317759,Boolgeeda_Iron_Formation
536394.569773252,7508072.250810902,827.582051349751,Boolgeeda_Iron_Formation
535356.999625988,7509726.607005709,395.663343479044,Boolgeeda_Iron_Formation
535542.7643016474,7506766.877227643,842.5225457921194,Boolgeeda_Iron_Formation
534482.8486592725,7508392.453186418,358.7027102134012,Boolgeeda_Iron_Formation
534018.0388607369,7506036.138936791,736.1715481165636,Boolgeeda_Iron_Formation
532758.8611767632,7507559.16201684,428.1581428538439,Boolgeeda_Iron_Formation
531610.855205054,7504729.816574819,786.764259810494,Boolgeeda_Iron_Formation
531121.3475212058,7506622.932328232,366.651213549872,Boolgeeda_Iron_Formation
529539.7001691473,7503795.044914608,951.5201189812232,Boolgeeda_Iron_Formation
529302.9191880428,7505625.157830893,180.4030846531183,Boolgeeda_Iron_Formation
524381.067263936,7503064.884313114,930.8488538040922,Boolgeeda_Iron_Formation
524137.474840884,7504889.662874766,149.28252113253598,Boolgeeda_Iron_Formation
522092.19331957016,7509106.880875493,1192.4439972747236,Woongarra_Rhyolite
522449.43599620985,7507611.657145386,-86.88538443630114,Woongarra_Rhyolite
525544.9558709346,7509893.690104537,623.1663245130467,Woongarra_Rhyolite
526296.3842174254,7508041.949758064,543.0843082166216,Woongarra_Rhyolite
529445.4560508345,7510983.413596813,729.8457577814238,Woongarra_Rhyolite
530245.5440460654,7509170.436947277,459.7071486804366,Woongarra_Rhyolite
534280.429904098,7512496.538908445,706.4880926579207,Woongarra_Rhyolite
534669.4600943021,7510540.893001924,551.2315326849449,Woongarra_Rhyolite
538958.3000721368,7511487.281293481,699.1565870463127,Woongarra_Rhyolite
537991.1393203132,7509743.086835249,549.5378315054285,Woongarra_Rhyolite
539595.250419514,7507655.744042392,815.032018814423,Woongarra_Rhyolite
538003.809509896,7508802.607583378,425.13478934440445,Woongarra_Rhyolite
537145.0154629577,7505758.263676128,994.1039005361226,Woongarra_Rhyolite
536474.2765023623,7507472.066857611,211.16846138390923,Woongarra_Rhyolite
533881.8519373614,7504519.601400782,751.1187051856411,Woongarra_Rhyolite
532630.9670103687,7506050.668457086,449.2568683776233,Woongarra_Rhyolite
530214.6248643723,7503079.564390952,981.2514003574923,Woongarra_Rhyolite
529821.247611289,7504864.309262799,168.8844394521825,Woongarra_Rhyolite
526780.4340030085,7502477.382669571,1173.3658271131085,Woongarra_Rhyolite
526790.7159027816,7504033.705972989,-82.7201802027081,Woongarra_Rhyolite
522545.5887150605,7501853.920447386,953.891551664522,Woongarra_Rhyolite
522407.7212020095,7503672.579951432,133.23927622344632,Woongarra_Rhyolite
531418.5272693398,7509433.030340906,667.276685326432,Turee_Creek_Group
