8105.964844 7817.088379 4139.524414 -0.369708 0.656831 0.657183
8025.396484 7858.603516 4092.031738 -0.369707 0.656831 0.657184
7724.018066 7712.951660 4044.513184 -0.380564 0.661454 0.646258
7857.236816 7819.785645 4013.841553 -0.380567 0.661454 0.646256
7607.807129 7613.088379 4115.101074 -0.387485 0.661927 0.641645
7910.404785 7820.535645 4040.485840 -0.380565 0.661453 0.646258
7429.226074 7437.434082 4182.181152 -0.142905 0.677173 0.721813
7166.156738 7341.453125 4238.604492 -0.041030 0.727471 0.684911
6953.187500 7268.904785 4231.543945 -0.107449 0.650304 0.752037
4463.743164 8246.233398 3878.191162 -0.322569 0.711064 0.624770
4146.796875 8192.422852 3782.050781 -0.312602 0.654896 0.688034
4338.447266 8278.910156 3811.917969 -0.312605 0.654896 0.688033
3834.705322 7915.335449 3910.998779 -0.387480 0.649857 0.653869
3962.468018 8059.345215 3834.846436 -0.378529 0.640361 0.668321
3882.303955 7984.151855 3884.387695 -0.378529 0.640359 0.668324
3909.378174 8012.899902 3868.044922 -0.378529 0.640361 0.668321
4484.125000 8298.175781 3890.225342 -0.312605 0.654896 0.688033
4130.777832 8226.283203 3798.846924 -0.361416 0.681936 0.635879
3991.658447 8110.191406 3819.530029 -0.378529 0.640361 0.668321
4450.890137 8314.161133 3867.620117 -0.312603 0.654895 0.688035
4436.492188 7939.796875 3828.122803 -0.271136 0.637735 0.720957
7479.196777 6897.290527 3940.542969 -0.368301 0.679938 0.634065
8206.579102 6932.778809 4287.825684 -0.404984 0.644881 0.648164
6462.431641 6818.061035 3982.512451 0.338511 0.669502 0.661195
7264.435059 6808.224121 3926.915527 -0.111467 0.699892 0.705497
7645.959473 6906.973145 4004.677246 -0.363077 0.676886 0.640312
7361.058105 6841.313965 3928.993896 -0.280938 0.680807 0.676443
7144.925781 6802.593750 3923.816406 -0.011329 0.717988 0.695963
8101.257813 6904.299316 4248.177246 -0.404994 0.644886 0.648153
6699.904785 6798.770996 3957.359863 0.152611 0.701669 0.695968
8014.854004 6907.269531 4209.583984 -0.373832 0.634949 0.676084
7545.029297 6898.556152 3945.394775 -0.363489 0.677244 0.639700
6996.196777 6770.859375 3920.439697 -0.011325 0.717989 0.695963
6801.747559 6772.209473 3933.853516 0.046899 0.769230 0.637249
7774.218750 6883.507813 4096.694336 -0.363077 0.676886 0.640312
4691.230469 7601.061035 3827.233154 -0.209773 0.687909 0.694821
6129.179199 6958.416504 4059.388184 0.381329 0.664459 0.642715
4314.089355 7489.594238 3776.579590 -0.329914 0.684349 0.650249
4987.900879 7507.699219 4001.363037 0.080154 0.720679 0.688620
5933.955078 7030.110840 4093.896484 0.395108 0.653739 0.645380
5650.458984 7160.738770 4138.199707 0.370390 0.698023 0.612842
4228.069336 7340.476074 3859.308105 -0.388560 0.653815 0.649267
5324.339355 7325.978027 4095.224121 0.191189 0.654038 0.731902
8192.760742 5877.359375 4350.828613 -0.396050 0.648368 0.650202
8408.932617 5952.972656 4396.704590 -0.269766 0.711133 0.649242
7891.730469 5797.015625 4265.481445 -0.386136 0.647771 0.656728
7289.492188 5886.661621 3905.458984 -0.216029 0.694914 0.685876
7511.041504 5764.715332 4084.202393 -0.216026 0.694918 0.685873
7110.464844 5915.281738 3830.131836 -0.028968 0.677946 0.734541
7710.951172 5764.033203 4186.418457 -0.386135 0.647772 0.656728
8751.765625 6043.703125 4448.170410 -0.254501 0.740597 0.621889
7012.740723 5877.980957 3838.769043 0.000000 0.701777 0.712397
8917.792969 6040.024902 4476.911133 0.224536 0.655441 0.721097
6775.606934 5869.785156 3907.217041 0.198826 0.641144 0.741217
4381.253906 6395.566895 3989.859131 -0.342008 0.664439 0.664493
5103.746582 6705.044434 3777.372559 0.125274 0.578230 0.806199
4580.906738 6500.463379 3929.050781 -0.245391 0.695293 0.675538
4781.864746 6674.970215 3842.260254 0.017702 0.664107 0.747428
5354.658203 6622.359863 3814.892822 0.125274 0.578225 0.806202
5595.521973 6572.089355 3778.007568 0.050248 0.803485 0.593200
4216.431152 6261.949219 4015.319824 -0.397064 0.646363 0.651579
5750.165527 6410.730469 3851.687500 0.366760 0.642277 0.673028
7756.052734 5052.737305 3995.219727 -0.377153 0.662686 0.646995
8550.444336 5264.115234 4193.849609 -0.265491 0.629312 0.730398
7399.317871 5042.470703 3828.218750 -0.131798 0.585749 0.799704
8225.186523 5194.840820 4147.582520 -0.313703 0.636590 0.704516
9088.108398 5309.286621 4325.186035 0.085211 0.704865 0.704205
6978.025879 5014.847656 3885.211426 -0.092597 0.623258 0.776515
4875.105469 5652.085938 3661.939209 -0.106888 0.620644 0.776773
7497.256348 2278.713135 4266.964355 -0.169299 0.747741 0.642045
7053.270020 2204.488037 4259.477539 -0.169299 0.747743 0.642042
7164.267090 2223.044189 4260.190430 -0.169299 0.747743 0.642042
6827.721191 2178.767578 4256.982422 0.223277 0.670317 0.707688
6674.572266 2211.646484 4252.422363 0.223277 0.670317 0.707688
6354.273438 1740.605469 4251.533203 0.344998 0.691604 0.634556
6519.572754 1627.216431 4272.450684 0.344997 0.691605 0.634554
7245.841309 1523.812866 4304.941406 -0.042558 0.633008 0.772974
6638.419434 1552.933960 4282.617188 0.340580 0.642974 0.685996
7496.476074 1582.927612 4312.900391 -0.320332 0.681916 0.657555
6795.693359 1515.524414 4289.676758 0.008082 0.670905 0.741499
7084.677246 1530.314453 4298.628906 0.008082 0.670905 0.741499
7367.606934 1554.823853 4308.790039 -0.344337 0.644329 0.682842
6909.200684 1514.232544 4293.893066 0.008076 0.670906 0.741498
7957.604004 1836.715332 4326.045410 -0.376444 0.657129 0.653048
3228.516357 3822.811279 3435.260986 -0.063604 0.699823 0.711479
2708.726563 3649.499268 3574.881348 0.307884 0.669998 0.675507
2825.633057 3703.024658 3539.217773 -0.006556 0.568228 0.822845
2960.474365 3728.014893 3492.960449 -0.006556 0.568228 0.822845
2765.846680 3663.884033 3559.754150 -0.048184 0.712926 0.699582
3018.998047 3762.053467 3469.934814 -0.095622 0.712780 0.694839
3122.883545 3790.993408 3433.586914 -0.063604 0.699823 0.711479
2406.449463 3009.692627 3577.027832 0.324803 0.651230 0.685859
3040.739990 3109.857178 3350.465820 0.068470 0.704342 0.706550
2391.452393 2969.916016 3569.719727 0.336214 0.659167 0.672650
2255.179443 3037.394531 3622.856445 0.346091 0.665645 0.661163
2891.789063 3070.572998 3364.086670 0.068470 0.704342 0.706550
2728.980469 3002.033447 3404.610352 0.051908 0.712981 0.699259
2536.453857 2977.585693 3509.736328 0.334386 0.655734 0.676904
2084.552979 2559.013916 3562.509766 0.346041 0.665668 0.661167
2575.643799 2575.219971 3312.878174 0.060054 0.710430 0.701201
2325.210693 2540.727295 3453.322754 0.372259 0.666912 0.645485
2852.368164 2550.683838 3306.851318 0.060054 0.710429 0.701202
2006.726685 2587.699951 3588.913330 0.376925 0.660295 0.649567
