4009.370117 7648.972168 3842.925049 -0.568667 0.583156 0.580127
4218.930176 7929.440918 3783.448730 -0.546277 0.592620 0.591931
4482.917480 8049.223145 3885.868652 -0.476946 0.621541 0.621458
4555.029297 7777.873535 3875.355469 -0.421183 0.641272 0.641386
4568.416016 7662.421875 3861.953369 -0.451884 0.635930 0.625615
4466.666504 7532.352051 3772.635254 -0.477638 0.621548 0.620919
4369.646973 6892.992188 3941.921143 -0.549863 0.591401 0.589827
4165.804688 7493.221191 3836.187988 -0.555789 0.589755 0.585908
4208.575195 7346.544434 3866.482666 -0.551731 0.591313 0.588169
4304.562012 7291.652344 3832.318359 -0.547760 0.591878 0.591304
4933.333496 7794.199707 4074.931396 -0.288181 0.677194 0.677023
5366.666504 7752.488770 4236.485352 0.008536 0.709710 0.704442
5580.591797 7660.100098 4274.107422 0.117352 0.701625 0.702816
5271.026855 7627.935059 4167.316895 -0.008290 0.705020 0.709139
4889.458496 7695.421387 3989.832764 -0.277032 0.678252 0.680608
4766.666504 7626.451172 3881.420654 -0.374359 0.651457 0.659894
5131.560059 7542.693848 4079.854492 -0.165985 0.696671 0.697925
5558.944824 7428.597168 4206.919434 0.159850 0.696944 0.699083
5484.875000 7189.482422 4102.868164 0.096932 0.703771 0.703783
5082.417969 7336.589355 3938.072021 -0.188768 0.694541 0.694248
4741.857910 7320.865723 3794.413818 -0.389295 0.662640 0.639811
4155.880859 6211.439941 4021.229492 -0.597226 0.568197 0.566103
4453.207520 6563.895996 3973.348633 -0.530820 0.598931 0.599593
4829.613770 7028.814453 3769.177734 -0.391826 0.656069 0.645016
5169.915527 7074.889160 3914.191650 -0.154391 0.711850 0.685152
5629.676270 6939.234375 4031.990967 0.123412 0.699735 0.703662
4334.217773 6152.475098 3975.194824 -0.668995 0.525793 0.525344
4627.000000 6549.017090 3916.161621 -0.481792 0.622573 0.616668
5170.319336 6892.950684 3836.450684 -0.179501 0.714548 0.676166
5666.666504 6805.611816 3951.428223 0.123837 0.699472 0.703849
4847.910156 6105.776855 3703.392334 -0.874025 0.343567 0.343573
5083.197754 6410.333496 3729.243896 -0.412542 0.648072 0.640165
5469.161621 6543.758301 3771.202881 -0.127653 0.683009 0.719168
5835.682129 6456.692871 3835.113770 0.117087 0.703436 0.701049
6154.575684 6342.816895 3890.825684 0.134377 0.700838 0.700549
6719.379395 6353.531250 3832.924805 -0.064413 0.707124 0.704150
7333.333496 6463.019531 3965.176758 -0.425788 0.640023 0.639590
7338.318359 6837.125000 3929.377441 -0.411302 0.648270 0.640763
6651.006348 6675.917969 3872.208496 -0.023494 0.712361 0.701420
5842.095215 6777.003906 3936.412109 0.178295 0.694813 0.696740
5387.776855 6981.106934 3971.727295 0.005489 0.710293 0.703884
