,X,Y,Z,val,coord,type,dip,strike,event,Unnamed: 6
183,7080.901008,3038.250421,4000.0,,0,fault,44.99948,219.999808,3.0,
184,7080.901008,3038.250421,4000.0,,0,s0,61.458486,307.860496,4.0,
185,5132.414407,5411.000695000001,4000.0,,0,,61.458486,307.860496,0.0,
186,5132.414407,5411.000695000001,4000.0,,0,s1,89.999654,179.999654,1.0,
187,5132.414407,5411.000695000001,4000.0,,0,,90.000346,270.0,2.0,
188,5132.414407,5411.000695000001,4000.0,,0,fault,44.99948,219.999808,3.0,
189,5132.414407,5411.000695000001,4000.0,,0,s0,55.694720999999994,97.944887,4.0,
190,8598.085637,5141.728218,4000.0,,0,,55.694720999999994,97.944887,0.0,
191,8598.085637,5141.728218,4000.0,,0,s1,90.000346,359.999654,1.0,
192,8598.085637,5141.728218,4000.0,,0,,89.999654,90.0,2.0,
193,8598.085637,5141.728218,4000.0,,0,fault,44.99948,219.999808,3.0,
194,8598.085637,5141.728218,4000.0,,0,s0,58.519248,441.3607769999999,4.0,
195,9090.656853,3400.6910789999997,4000.0,,0,,58.519248,441.3607769999999,0.0,
196,9090.656853,3400.6910789999997,4000.0,,0,s1,90.000346,359.999654,1.0,
197,9090.656853,3400.6910789999997,4000.0,,0,,90.000346,270.0,2.0,
198,9090.656853,3400.6910789999997,4000.0,,0,fault,44.99948,219.999808,3.0,
199,9090.656853,3400.6910789999997,4000.0,,0,s0,63.068445999999994,235.022032,4.0,
1,5269.863845,6973.10625,4000.0,,1,s1,90.0,269.999654,1.0,
6,9496.931403,2732.865093,4000.0,,1,s1,90.0,89.99965399999999,1.0,
11,3147.709623,6396.784754,4000.0,,1,s1,90.0,269.999654,1.0,
16,7493.672298,5002.950227,4000.0,,1,s1,90.0,269.999654,1.0,
21,1760.572316,5081.471679,4000.0,,1,s1,90.0,269.999654,1.0,
26,1240.5576119999998,1653.718706,4000.0,,1,s1,90.0,269.999654,1.0,
31,4706.8804820000005,3908.618542,4000.0,,1,s1,90.0,89.99965399999999,1.0,
36,4420.944794,5090.320137,4000.0,,1,s1,90.0,269.999654,1.0,
41,485.3894,4286.390474,4000.0,,1,s1,90.0,269.999654,1.0,
46,8329.255243000001,6641.373346,4000.0,,1,s1,90.0,269.999654,1.0,
51,7204.559465,6775.929583,4000.0,,1,s1,90.0,269.999654,1.0,
56,1515.50242,6263.390221,4000.0,,1,s1,90.0,269.999654,1.0,
61,7456.294809,6107.842149,4000.0,,1,s1,90.0,269.999654,1.0,
66,6327.374596,5966.442235,4000.0,,1,s1,90.0,269.999654,1.0,
71,3790.8946840000003,562.0899019999999,4000.0,,1,s1,90.0,269.999654,1.0,
76,5838.3481170000005,995.4803449999999,4000.0,,1,s1,90.0,269.999654,1.0,
81,5095.902656,3483.4413670000004,4000.0,,1,s1,90.0,89.99965399999999,1.0,
86,5182.997976,840.2267449999999,4000.0,,1,s1,90.0,89.99965399999999,1.0,
91,2624.849416,717.997229,4000.0,,1,s1,90.0,89.99965399999999,1.0,
96,5140.509899000001,757.29039,4000.0,,1,s1,90.0,269.999654,1.0,
101,7655.333266,4373.080693999999,4000.0,,1,s1,90.0,269.999654,1.0,
106,5136.791276,3501.4267549999995,4000.0,,1,s1,90.0,89.99965399999999,1.0,
111,3670.973378,1458.2051179999999,4000.0,,1,s1,90.0,269.999654,1.0,
116,4296.016154,606.698367,4000.0,,1,s1,90.0,89.99965399999999,1.0,
121,863.387826,5885.227343,4000.0,,1,s1,90.0,269.999654,1.0,
126,3309.2018989999997,3756.4762619999997,4000.0,,1,s1,90.0,269.999654,1.0,
131,8065.381934999999,487.984282,4000.0,,1,s1,90.0,269.999654,1.0,
136,3867.363072,6370.326718,4000.0,,1,s1,90.0,269.999654,1.0,
141,6818.7577200000005,6249.7566640000005,4000.0,,1,s1,90.0,269.999654,1.0,
146,1446.249839,5377.847751,4000.0,,1,s1,90.0,269.999654,1.0,
151,5499.604015999999,1774.5323809999998,4000.0,,1,s1,90.0,269.999654,1.0,
156,2554.06873,68.690287,4000.0,,1,s1,90.0,269.999654,1.0,
161,8615.93886,1745.1985280000001,4000.0,,1,s1,90.0,89.99965399999999,1.0,
166,7405.7211480000005,4470.235798,4000.0,,1,s1,90.0,89.99965399999999,1.0,
171,7732.101209,1115.505664,4000.0,,1,s1,90.0,269.999654,1.0,
176,2015.987,4323.256743,4000.0,,1,s1,90.0,269.999654,1.0,
181,7080.901008,3038.250421,4000.0,,1,s1,90.0,89.99965399999999,1.0,
186,5132.414407,5411.000695000001,4000.0,,1,s1,90.0,89.99965399999999,1.0,
191,8598.085637,5141.728218,4000.0,,1,s1,90.0,269.999654,1.0,
196,9090.656853,3400.6910789999997,4000.0,,1,s1,90.0,269.999654,1.0,
